relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_SCPDFS_23849.pdf_443_443_6_6_23_24	p42/HP:0003003|Colon cancer	{6}	{23,24}	{For,example,",",expression,of,the,p42,spliced,variant,of,Ets-1,promoters,Fas,—,mediated,apoptosis,by,up,—,regulating,caspase-1,in,human,colon,cancer,cells,(,Li,et,al.,",",1999,;,Oikawa,and,Yamada,",",2003,),.}	{"3 ’ ( Oikawa and Yamada , 2003 ) .","Although most members of Ets family proteins behave anti-apoptotically , some of the Ets family proteins behave pro-apoptotically under certain conditions ( Oikawa and Yamada , 2003 ) ."}	{"A recent report has revealed that Ets-1 is required for the formation of a stable DNA-p53-CBP complex to induce pro-apoptotic genes in the process of UV — induced apoptosis in embryonic stem cells ( Xu et al. , 2002 ) .","There are several reports showing that expression of apoptosis-related genes is directly induced by Ets family proteins ( Oikawa and Yamada , 2003 ) ."}	0.978
RELATION_GENEHPOTERM_journal.pone.0081484.pdf_51_51_6_6_13_16	EZH2/HP:0012125|Prostate cancer	{6}	{13,16}	{In,recent,studies,",",overexpression,of,EZH2,is,related,to,poor,prognostic,in,cancers,of,the,prostate,",",breast,",",melanoma,",",endometrium,",",and,pancreas,[,11-13,],.}	{"It can silence tumor suppress genes which play a role in cell cycle regulation , senescence , cell fate decision , and cell differentiation [ 9,10 ] .","EZH2 disturbance could be a pivotal driver of tumor development ."}	{"However , the prognostic value and risk stratification significance of EZH2 in RCC remains far from full understand in large patient cohorts .","Our aim is to examine the expression of EZH2 and H3K27me3 in RCC patients , explore their clinical significance in disease progression and assess the prognostic value of EZH2 as a tissue protein marker for RCC ."}	0.432
RELATION_GENEHPOTERM_journal.pone.0072133.pdf_241_241_13_13_16_16	C3a/HP:0001297|Stroke	{13}	{16}	{Univariate,and,multivariate,ORs,with,95,%,Cls,of,association,between,C3,and,C3a,levels,and,stroke,.}	{"In the CE group , high C3 levels at follow-up were associated with increased risk of","Table 4 ."}	{"Tertiles of C3 and C3a Controls , n Cases , n Univariate OR ( 95 % Cl ) Multivariate Model 1 OR ( 95 % Cl ) CE stroke C3 acute ( all ) ( 40 ) ( 79 ) Lower third 22 18 1.0 ( reference ) 1.0 ( reference ) Middle third 9 26 2.21 ( 0.89 — 5.49 ) 3.45 ( 1.18 — 10.05 ) * Upper third 9 31 6.08 ( 2.09 — 17.69 ) *** 7.36 ( 2.18 — 24.84 ) *** C3 fo | | ow — up ( all ) ( 40 ) ( 77 ) Lower third 21 19 1.0 ( reference ) 1.0 ( reference ) Middle third 9 28 0.80 ( 0.32 — 2.02 ) 0.72 ( 0.25 — 2.09 ) Upper third 10 30 1.125 ( 0.43 — 2.91 ) 0.80 ( 0.28 — 2.37 ) C3a acute ( all ) ( 40 ) ( 79 ) Lower third 21 19 1.0 ( reference ) 1.0 ( reference ) Middle third 13 26 2.75 ( 1.09 — 6.92 ) * 3.29 ( 1.12 — 9.54 ) * Upper third 6 30 6.72 ( 2.31 — 19.59 ) *** 8.06 ( 2.43 — 26.69 ) *** C3a fo | | ow — up ( all ) ( 40 ) ( 77 ) Lower third 16 24 1.0 ( reference ) 1.0 ( reference ) Middle third 12 26 1.24 ( 0.50 — 3.09 ) 1.93 ( 0.63 — 5.88 ) Upper third 12 27 2.02 ( 0.77 — 5.27 ) 3.01 ( 0.99 — 9.13 )","SVD stroke C3 acute ( all ) ( 40 ) ( 78 ) Lower third 19 19 1.0 ( reference ) 1.0 ( reference ) Middle third 14 23 3.11 ( 1.22 — 7.93 ) * 3.24 ( 1.10 — 9.54 ) * Upper third 6 29 5.76 ( 2.06 — 16.08 ) *** 6.39 ( 1.94 — 21.02 ) ** C3 fo | | ow — up ( all ) ( 40 ) ( 65 ) Lower third 19 19 1.0 ( reference ) 1.0 ( reference ) Middle third 10 19 1.83 ( 0.73 — 4.58 ) 1.88 ( 0.66 — 5.42 ) Upper third 10 27 3.68 ( 1.36 — 10.00 ) * 3.47 ( 1.11 — 10.90 ) * C3a acute ( all ) ( 40 ) ( 77 ) Lower third 23 15 1.0 ( reference ) 1.0 ( reference ) Middle third 12 25 2.16 ( 0.88 — 5.32 ) 1.94 ( 0.65 — 5.78 ) Upper third 4 31 25.71 ( 5.43 — 121.6 ) *** 41.51 ( 6.81 — 252.8 ) *** C3a fo | | ow — up ( all ) ( 40 ) ( 65 ) Lower third 19 19 1.0 ( reference ) 1.0 ( reference ) Middle third 12 22 0.95 ( 0.39 — 2.35 ) 0.65 ( 0.22 — 1.88 ) Upper third 8 23 4.12 ( 1.40 — 12.10 ) ** 3.51 ( 1.02 — 12.04 ) *"}	0.624
RELATION_GENEHPOTERM_journal.pone.0009539.pdf_348_348_19_19_39_39	leptin/HP:0003074|Hyperglycemia	{19}	{39}	{The,genetic,basis,for,this,inbred,mouse,model,is,a,single-gene,autosomal,recessive,defect,in,leptin,receptor,which,produces,leptin,resistance,and,results,in,hyperphagia,",",obesity,and,the,subsequent,symptoms,of,insulin,resistance,",",insufficient,insulin,secretion,",",hyperglycemia,and,elevated,HbAlc,(,9.1,i2,.}	{"In terms of early onset and an autosomal dominant mode of inheritance and primary dysfunction of the [ 3 cells , Akita mice resemble the condition of human maturity-onset diabetes of the young [ 38 ] .","Db / db mouse is an established model of deﬁcient wound healing associated with human type 2 diabetes mellitus ( T2DM ) [ 39,40 ] ."}	{"l ) levels [ 22,4 l ,42,43 ] .","One common feature of three above-described models is that they all suffer from hyperglycemia ."}	0.624
RELATION_GENEHPOTERM_journal.pone.0069180.pdf_24_24_26_26_31_32	MTHFR/HP:0003251|Male infertility	{26}	{31,32}	{Citation,:,Gupta,N,",",Sarkar,S,",",David,A,",",Gangwar,PK,",",Gupta,R,",",et,al.,(,2013,),Signiﬁcant,Impact,of,the,MTHFR,Polymorphisms,and,Haplotypes,on,Male,Infertility,Risk,.}	{"Conclusion : Among MTHFR polymorphisms , c. 203G > A and c. I298A > C do not affect infertility risk and c. 1793G > A is protective against infertility .","Haplotype analysis suggested that risk factors on the MTHFR locus do not extend too long on the DNA string ."}	{"PLoS ONE 8 ( 7 ) : e69180 .","doi :10 ."}	0.56
RELATION_GENEHPOTERM_journal.pone.0017745.pdf_47_47_25_25_20_21	IV/HP:0003003|Colon cancer	{25}	{20,21}	{Our,initial,data,indicated,that,among,these,three,microRNAs,",",plasma,miRl4l,levels,were,signiﬁcantly,elevated,in,the,plasma,of,colon,cancer,patients,with,Stage,IV,disease,and,could,readily,discriminate,distant,metastasis,cases,from,normal,controls,and,patients,with,other,stages,.}	{"A study of plasma samples from prostate cancer patients reported that plasma miR-141 levels can be used to screen for metastatic prostate cancer with high sensitivity [ 12 ] .","In this proof-of-principle study to identify potential biomarkers for CRC , we examined whether selected candidate microRNAs could serve as non-invasive , blood-based markers for CRC by analyzing the relative levels of three microRNAs ( miR-21 , miR-92 , and miR-141 ) in a cohort of 102 plasma samples from healthy individuals and CRC patients obtained from TexGen , a collaboration of Texas Medical Center Institutions ."}	{"Combination of miR-141 with CEA was complementary and could further increase the detection accuracy of distant metastasis in colon cancer .","These ﬁndings were validated in an independent cohort of 156 plasma samples obtained from Tianjin , China ."}	0.348
RELATION_GENEHPOTERM_journal.pbio.0060284.pdf_1147_1147_22_24_35_35	brain-derived_neurotrophic_factor/HP:0100753|Schizophrenia	{22,23,24}	{35}	{Hashimoto,T,",",Bergen,SE,",",Nguyen,QL,",",Xu,B,",",Monteggia,LM,",",et,al.,(,2005,),Relationship,of,brain-derived,neurotrophic,factor,and,its,receptor,TrkB,to,altered,inhibitory,prefrontal,circuitry,in,schizophrenia,.}	{"Chen Z-Y , Jing D , Bath KG , Ieraci A , Khan T , et al. ( 2006 ) Genetic variant BDNF ( Val66Met ) polymorphism alters anxiety-related behavior .","Science 314 : 140 — 143 ."}	{"J Neuroscience 25 : 372 — 383 .","Martinowich K , Manji H , Lu B ( 2007 ) New insights into BDNF function in depression and anxiety ."}	0.444
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0049305.pdf_15_15_37_37_24_24	p53/HP:0002665|Lymphoma	{37}	{24}	{In,the,absence,of,Cre,",",76,%,of,p53,"\\"",*,"\\"",/,"\\"",3,"\\"",mice,developed,splenic,marginal,zone,B,cell,lymphomas,",",indicating,sensitivity,of,this,B,cell,subset,to,transformation,caused,by,p53,deficiency,.}	{"— .","Cre ."}	{"5 ’ .","— ."}	0.994
RELATION_GENEHPOTERM_journal.pone.0100239.pdf_166_166_123_123_48_48	A2/HP:0001297|Stroke	{123}	{48}	{Composite,endpoint,of,major,adverse,cardiovascular,events,at,1,year,was,more,frequent,in,subjects,homozygous,for,PIA1,allele,No,signiﬁcant,association,between,carriage,of,the,P,|,A2,allele,and,risk,of,occlusive,vascular,events,Carriage,of,the,P,|,A2,allele,associated,with,an,increased,risk,stroke,",",both,in,terms,of,healthy,controls,and,compared,to,risk,of,a,transient,ischaemic,attack,Risk,of,composite,cardiovascular,end,point,was,not,elevated,in,patients,carrying,the,P,|,A2,allele,No,signiﬁcant,association,between,carriage,of,the,P,|,A2,allele,and,risk,of,stroke,or,transient,ischaemic,attack,No,difference,in,allele,frequency,between,stroke,patients,and,healthy,blood,donors,Non,—,significant,increase,in,carriage,of,the,P,|,A2,allele,among,stroke,patients,>,50,years,old,Carriage,of,the,P,|,A2,allele,increased,risk,of,stroke,or,transient,ischaemic,attack,Carriage,of,the,P,|,A2,allele,was,not,associated,with,an,increased,risk,of,the,composite,cardiovascular,end,point,at,1,year,Distribution,of,P,|,A2,allele,was,not,different,between,ischaemic,stroke,group,or,control,group,doi,:10.1371,/,journa,|,.}	{"Stroke patients < 50 years old ( n = 231 )","Ischaemic stroke patients ( 265 cases , 280 controls )"}	{"pone .0100239 .",t002}	0.28
RELATION_GENEHPOTERM_SCPDFS_24795.pdf_27_27_4_5_128_128	androgen_receptor/HP:0001909|Leukemia	{4,5}	{128}	{Abbreviations,:,AR,",",androgen,receptor,;,bp,",",base,pair,(,s,),;,BSEP,",",bile,salt,export,pump,;,CDCA,",",chenodeoxycholic,acid,;,cDNA,",",DNA,complementary,to,RNA,;,CYP7A,",",cytochrome,P450,subfamily,VIIA,;,DMSO,",",dimethy1su1foxide,;,DR,",",direct,repeat,;,FXR,",",farnesoid-X-receptor,;,GR,",",glucocorticoid,receptor,;,HFH-1,",",hepatocyte,nuclear,factor-3,homologue,1,;,HNF-1,",",hepatocyte,nuclear,factor,lot,;,HOAXA3,",",homeobox,A3,;,HSF-1,",",Heat,Shock,Factor-1,;,I-BABP,",",intestinal,bile,acid,binding,protein,;,IR,",",inverted,repeats,;,kb,",",ki1obase,(,s,),or,1000,bp,;,LBD,",",ligand,binding,domain,;,LRH-1,",",liver,receptor,homologue-1,;,LXR,",",liver-X-receptor,;,MMLV,",",Moloney,Murine,Leukemia,Virus,;,PPAR,",",peroxisome,proliferator-activated,receptor,;,RACE,",",rapid,ampliﬁcation,of,CDNA,ends,;,rRNA,",",ribosomal,RNA,;,RTPCR,",",reverse-transcriptase,polymerase,chain,reaction,;,RXR,",",retinoidXreceptor,;,SHP,",",small,heterodimer,partner,1,;,TR,",",thyroid,hormone,receptor,;,UTR,",",untranslated,region,*,Corresponding,author,.}	{"© 2002 Elsevier Science B.V. All rights reserved .","Keywords : NR1H4 ; Farnesoid-X-receptor ; Bile acid ; Nuclear hormone receptor ; Differential expression"}	{"Metabolic Diseases , Bristol-Myers Squibb Company , Experimental Station E400/3468 , P.O. Box 80400 , Wilmington , DE 19880 , USA .","Te1. : +1 -302 -695 -6868 ; fax : +1 -302 -695 -4162 ."}	0.49
RELATION_GENEHPOTERM_SCPDFS_20661.pdf_899_899_3_3_6_7	hTERT/HP:0001402|Hepatocellular carcinoma	{3}	{6,7}	{Epigenetic,regulation,of,hTERT,promoter,in,hepatocellular,carcinomas,.}	{"21 ( 5 ) , 609-616 .","Iliopoulos , D. , Satra , M. , Drakaki , A. , Poultsides , G.A. , Tsezou , A. , 2009 ."}	{"Int .","J. Oncol ."}	0.634
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0062531.pdf_43_43_61_62_38_38	insulin_resistance/HP:0004326|Cachexia	{61,62}	{38}	{Tumor,Necrosis,Factor,01,(,TNFCX,),is,a,well-known,example,of,this,dual,role,",",as,it,was,originally,named,‘,cachectin,’,due,to,its,proinﬂammatory,effects,which,are,also,associated,with,metabolic,effects,such,as,cachexia,",",weight,loss,",",tissue,fatty,acid,release,and,insulin,resistance,B,i,Likewise,",",IL-6,is,an,immunemodulating,cytokine,that,inﬂuences,insulin,resistance,in,peripheral,lipodystrophy,was,found,to,coincide,with,C3,hypocomplementemia,[,6,],",",even,prior,to,the,ﬁrst,descriptions,of,familial,C3,deficiency,presenting,with,partial,lipodystrophy,F,i,ASP,/,C3adesArg,has,been,shown,to,stimulate,triglyceride,synthesis,in,adipocytes,by,promoting,fatty,acid,uptake,and,glucose,transport,while,C3,_,/,_,mice,",",which,are,obligately,deﬁcient,in,ASP,",",as,well,as,factor,B,_,/,_,and,adipsin,/,factor,D,_,/,mice,",",all,demonstrate,both,immune,and,metabolic,alterations,",",including,altered,energy,metabolism,and,fat,clearance,[,"8,9",],.}	{"Further , white adipose tissue ( WAT ) is a key endocrine and secretory organ , which produces and releases a wide range of proteins and factors designated adipokines , a number of which are involved in inﬂammation and the inﬂammatory response , including leptin , adiponectin , interleukin l | 3 ( IL-1 | 3 ) , IL-6 and monocyte chemotactic protein-1 ( MCP-1 ) .","The extensive crosstalk between \\\\ / VAT and other tissues , coupled to increased production of inﬂammation-related adipokines in obesity , is considered important in the development of obesityassociated diseases , predominantly type II diabetes and metabolic syndrome [ 1 ] ."}	{"Furthermore , it has recently","Table 1 ."}	0.298
RELATION_GENEHPOTERM_journal.pone.0094574.pdf_646_646_21_23_32_33	tyrosine_kinase_2/HP:0001402|Hepatocellular carcinoma	{21,22,23}	{32,33}	{Sun,CK,",","1\\\\/Ian",K,",",Ng,KT,",",Ho,JVV,",",Lim,ZX,",",et,al.,(,2008,),Proline-rich,tyrosine,kinase,2,(,Pyk2,),promotes,proliferation,and,invasiveness,of,hepatocellular,carcinoma,cells,through,c-Src/ERK,activation,.}	{"Okigaki l \\\\ ’ 1 , Davis C , Falasca 1 \\\\ ’ I , Harroch S , Felsenfeld DP , et al. ( 2003 ) Pyk2 regulates multiple signaling events crucial for macrophage morphology and migration .","Proc Natl Acad Sci U S A 100 : 10740410745 ."}	{"Carcinogenesis 29 : 209642105 .",.}	0.224
RELATION_GENEHPOTERM_journal.pone.0004968.pdf_1219_1219_33_33_28_29	adiponectin/HP:0000833|Glucose intolerance	{33}	{28,29}	{Ma,K,",",Cabrero,A,",",Saha,PK,",",Kojima,H,",",Li,L,",",et,al.,(,2002,),Increased,beta,oxidation,but,no,insulin,resistance,or,glucose,intolerance,in,mice,lacking,adiponectin,.}	{"Guy CT , Cardiff RD , l\\\\/Iuller WI ] ( 1992 ) Induction of mammary tumors by expression of polyomavirus middle T oncogene : a transgenic mouse model for metastatic disease .","Mol Cell Biol 12 : 9544961 ."}	{"J Biol Chem 277 : 34658434661 .","Varticovski L , Hollingshead l\\\\/IG , Robles AI , VVu X , Cherry J , et al. ( 2007 ) Accelerated preclinical testing using transplanted tumors from genetically engineered mouse breast cancer models ."}	0.404
RELATION_GENEHPOTERM_journal.pone.0010627.pdf_500_500_17_17_22_24	SOD1/HP:0007354|Amyotrophic lateral sclerosis	{17}	{22,23,24}	{mengo,G,",",Cheroni,C,",",De,Biasi,S,",",et,al.,(,2006,),Insoluble,mutant,SOD1,is,partly,oligoubiquitinated,in,amyotrophic,lateral,sclerosis,mice,.}	{"Neurol ) iol Dis 10 : 128 — 138 .","Basso NI , lVIassignan T , Sa ."}	{"J Biol Chem 281 : 33325433335 .",.}	0.79
RELATION_GENEHPOTERM_journal.pone.0005119.pdf_639_639_22_22_20_20	SPARC/HP:0002861|Melanoma	{22}	{20}	{The,role,of,SPARC,in,tumor,progression,is,controversial,although,in,certain,types,of,human,cancer,such,as,glioblastoma,and,melanoma,",",SPARC,overexpression,in,the,malignant,cells,themselves,has,been,associated,with,increased,aggressiveness,(,[,16,],and,references,therein,),.}	{"In this regard , recent evidence demonstrate that lentiviral vectors that , similar to adenoviruses , were supposed to infect both cycling and quiescent cells appear to be more effective in the presence of mitogenic factors such as EGF [ 49 ] supporting the idea that the induction of cell reentry from quiescence could provide a better scenario to enhance CRAd effectiveness .","The potential clinical use of an oncolytic vector based on SPARC promoter raised the question as to whether downregulation of SPARC expression might serve as an escape mechanism for a cell to avoid oncolytic attack ."}	{"Interestingly , SPARC overexpression by tumor-associated fibroblasts in pancreatic and lung cancer is also a marker of bad prognosis despite the fact that the malignant cells themselves are SPARCnegative due to promoter hypermethylation [ 33,50 ] .","Based on the present data we might hypothesize that if cell clones that are SPARC-negative due to promoter hypermethylation emerge due to the selective pressure imposed by CRAd attack , they might be still susceptible to the treatment if the DNA binding proteins that regulate SPARC promoter activity are being expressed ."}	0.506
RELATION_GENEHPOTERM_journal.pone.0006651.pdf_56_56_18_18_4_4	Mcl-1/HP:0002861|Melanoma	{18}	{4}	{Overexpression,of,Mcl-1,in,Melanoma,In,a,previous,study,from,our,group,",",we,reported,increased,expression,of,Mcl-1,in,malignant,melanoma,compared,to,benign,nevi,in,an,immunohistochemical,comparison,of,5,nevi,and,15,melanoma,samples,(,10,primary,and,5,metastases,),[,7,],.}	{"Overall , our studies demonstrate that the combination treatment of Mcl-1 knockdown and ABT737 is a promising new treatment strategy for melanoma that calls for further investigation in viva .",Results}	{"In the current study , we expanded these results utilizing a tissue microarray .","By comparing 25 benign nevi and 65 melanoma samples ( 41 primary and 24 metastases ) , we observed a statistically signiﬁcant difference in Mcl-1 score between benign nevi and primary melanoma ( P < o. oool ) and between primary melanoma and metastatic disease ( P = 0.04 ) ( Figure 1A ) ."}	0.22
RELATION_GENEHPOTERM_SCPDFS_41805.pdf_19_19_10_10_4_5	ETF/HP:0003530|Glutaric acidemia	{10}	{4,5}	{In,some,patients,",",glutaric,acidemia,II,is,due,to,ETF,deﬁciency,",",while,in,others,it,is,due,to,EFTDH,deﬁciency,(,3,",",8,),.}	{"In contrast , the 27-kDa ,6 - ETF is not processed after import into mitochondria ( 13 ) .","Glutaric acidemia type II is a human inborn error of metabolism characterized by hypoketotic hypoglycemia , metabolic acidosis , and excretion of organic acids derived from the substrates of ﬂavin-containing enzymes whose electrons enter the respiratory chain via ETF and ETFDH ( 17 ) ."}	{"This disease is quite variable clinically ( 7 , 10 , 11 , 14 ) .","Its most severe form"}	0.474
RELATION_GENEHPOTERM_journal.pone.0030393.pdf_90_90_8_8_12_13	EZH2/HP:0012125|Prostate cancer	{8}	{12,13}	{Thus,",",TIMP3,may,be,a,target,of,EZH2,for,repression,in,prostate,cancer,cells,.}	{"Down-regulation of TIMP3 expression by EZH2 was also conﬁrmed by immunostaining of TIMP3 in DUl45 cells infected with EZH2-speciﬁc shRNA lentivirus ( shl ) or control ( nontargeting shRNA ) lentivirus ( NT ) ( Figure 3D ) .","TIMP3 protein levels were low in DU 1 45 cells ( Figure 3D-c ) but signiﬁcantly elevated by knockdown of EZH2 expression ( Figure 3D-h ) ."}	{"Epigenetic silencing of TIMP3 expression by EZH2 EZH2 is a component of PRC2 that catalyzes trimethylation of H3K27 ( 3meH3K27 ) [ 24,25 ] .","To explore the underlying mechanism of the epigenetic repression of TIPM3 by EZH2 , we investigated effects of the histone methylation inhibitor 3Deazanaplanocin A ( DZNep ) on expression of TIMP3 ."}	0.384
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0026120.pdf_42_42_7_7_23_23_UNSUP	FMRP/HP:0000717|Autism	{7}	{23}	{It,is,well,established,that,loss,of,FMRP,is,the,cause,of,Fragile,X,Syndrome,",",a,syndrome,characterized,by,mental,retardation,and,autism,[,13,",",l4,",15",],.}	{"p | osone.org are important for regulating local protein synthesis in the dendrite and at dendritic spines [ 10 ] .","Kanai et al. identiﬁed Fragile X Related Protein 1 ( FXR1P ) as a component of their biochemically isolated neuronal mRNA granule 1Wf FXRIP is a member of a small family of RNA binding proteins that also includes Fragile X Related Protein 2 ( FXR2P ) and Fragile X Mental Retardation Protein ( FMRP ) [ 11,12 ] ."}	{"FMRP controls the trafficking and translation of a subset of mRNAs important for certain forms of protein synthesis-dependent plasticity including mGluRmediated long-term depression [ l6 ,17,18 ] .","Interestingly , FXR2P is believed to participate with F MRP in regulating synaptic plasticity and behavior [ l9 ,20,2 l ] ."}	0.826
RELATION_GENEHPOTERM_journal.pmed.0030467.pdf_506_506_229_229_604_605	CDH8/HP:0003002|Breast carcinoma	{229}	{604,605}	{CRABP1,Brain,Survival,3,Alive,(,13,),Dead,(,56,),—,2.907,0.005,44,Brain,Survival,3,Alive,(,9,),Dead,(,20,),—,2.107,0.045,45,BLM,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,(,79,—,4.363,<,0.001,46,ABCC1,Gastric,cancer,Survival,3,Alive,(,23,),Dead,(,40,),—,3.033,0.005,47,Brain,Survival,3,Alive,(,13,),Dead,(,56,),—,2.806,0.009,44,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,(,93,—,2.857,0.005,48,5LC2A1,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,(,79,—,3.409,<,0.001,46,BCL2,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,(,79,4.243,<,0.001,46,Breast,carcinoma,Re,|,apse,—,free,survival,5,No,disease,(,11,),Relapse,(,35,3.022,0.007,49,LSTI,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,(,93,3.568,<,0.001,48,Breast,carcinoma,Metastases,5,Negative,(,51,),positive,(,46,2.806,0.006,50,STCI,Brain,Survival,3,Alive,9,),Dead,(,20,),—,3.762,<,0.001,45,Brain,Survival,3,Alive,13,),Dead,(,56,),—,3.634,<,0.001,44,CDH8,Brain,Survival,3,Alive,13,),Dead,(,56,),4.139,<,0.001,44,ENPP2,Breast,carcinoma,Disease,—,free,survival,5,No,Disease,(,180,),Relapse,93,2.742,0.007,48,IT5N1,Brain,Survival,3,Alive,13,),Dead,(,56,),2.351,0.033,44,Breast,carcinoma,Disease,—,free,survival,5,No,Disease,(,180,),Relapse,93,2.753,0.007,48,PBP,Brain,Survival,3,Alive,13,),Dead,(,56,),3.328,0.003,44,Medulloblastoma,Survival,5,Alive,21,),Dead,(,18,),3.505,0.001,51,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,3.019,0.003,48,Breast,carcinoma,Metastases,5,Negative,(,51,),Positive,46,),2.273,0.025,50,Breast,Ductal,Carcinoma,Survival,5,Alive,70,),Dead,(,28,),2.072,0.043,52,PIK3R1,Brain,Survival,3,Alive,13,),Dead,(,56,),3.42,0.002,44,Brain,Survival,3,Alive,9,),Dead,(,20,),2.249,0.033,45,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,79,),2.871,0.005,46,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,),2.711,0.007,48,DSP,Breast,carcinoma,Metastases,5,Negative,(,51,),Positive,46,),—,3.338,0.001,50,Breast,ductal,carcinoma,Survival,5,Alive,70,Dead,(,28,),—,2.038,0.045,52,CHERP,Brain,Survival,3,Alive,9,),Dead,(,20,),—,3.075,0.007,45,Brain,Survival,3,Alive,13,Dead,(,56,),—,2.429,0.029,44,5LC7A1,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,79,),—,3.476,<,0.001,46,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,),—,2.72,0.007,48,Breast,carcinoma,Metastases,5,Negative,(,51,),Positive,46,),—,3.263,0.002,50,HNRPD,Brain,Survival,3,Alive,13,Dead,(,56,),—,2.158,0.038,44,IRS1,Clear,cell,renal,cell,carcinoma,Survival,3,Alive,7,),Dead,(,33,),—,3.316,0.004,53,Brain,Survival,3,Alive,13,Dead,(,56,),—,4.539,<,0.001,44,CASP10,Brain,Survival,3,Alive,13,Dead,(,56,),3.269,0.004,44,ARHGEF1,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,2.634,0.009,48,PRKACA,Diffuse,large,B,cell,lymphoma,Survival,5,Alive,86,Dead,(,121,),3.387,<,0.001,54,PYGL,Brain,Survival,3,Alive,13,Dead,(,56,),—,4.539,<,0.001,44,GLI2,Gastric,cancer,Survival,3,Alive,23,Dead,(,40,),—,2.731,0.009,47,ZWINTAS,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,79,—,5.985,<,0.001,46,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,—,2.825,0.005,48,Breast,carcinoma,Metastases,5,Negative,(,51,),positive,(,46,—,3.248,0.002,50,PLEC1,Clear,cell,renal,cell,carcinoma,Survival,3,Alive,7,),Dead,(,33,),—,3.316,0.004,53,VGLL1,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,79,—,3.202,0.002,46,Breast,carcinoma,Metastases,5,Negative,(,51,),positive,(,46,—,2.327,0.023,50,Breast,carcinoma,Re,|,apse,»,free,survival,5,No,Disease,(,11,),Relapse,35,—,2.144,0.043,49,LY6D,Brain,Survival,3,Alive,13,),Dead,(,56,),—,3.13,0.006,44,APC,Brain,Survival,3,Alive,13,),Dead,(,56,),3.402,0.002,44,Brain,Survival,3,Alive,9,),Dead,(,20,),2.337,0.032,45,SMC1,L1,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,—,3.843,<,0.001,48,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,196,),Relapse,79,—,3.374,<,0.001,46,|,L8RB,Breast,carcinoma,Disease,—,free,survival,5,No,disease,(,180,),Relapse,93,2.064,0.04,48}	{"Ana | ysis Are Also Involved in Survival of Other Cancer Types","Gene Cancer Type Measure Survival Time ( y ) Class 1 ( n ) Class 2 ( n ) t-Test p-Value “ Reference"}	{"ap-Value indicates signiﬁcance for t-test of difference in gene expression between two classes of patients .","doi :10.1371 / journa | ."}	0.328
RELATION_GENEHPOTERM_journal.pone.0015094.pdf_45_45_19_19_2_4	AK2/HP:0004808|Acute myeloid leukemia	{19}	{2,3,4}	{CBL,in,acute,myeloid,leukemia,and,atypical,chronic,myeloid,leukemia,[,l,7,",",18,],;,in,],AK2,and,myeloproliferative,disorders,[,2,",",l9,],;,in,JVF,—,],and,juvenile,myelomonocytic,leukemia}	{"For example , associations have been found between aUPD and homozygous mutations : in c .","— ."}	{"[ 20 ] ; in A20 and B-cell lymphoma [ 10 ] , and in TET and myelodysplastic syndrome [ 3,1 1 ] , in MPL and refractory anemia with ringed sideroblasts and thrombocytosis [ 6 ] ; in c .","— ."}	0.654
RELATION_GENEHPOTERM_SCPDFS_27105.pdf_58_58_14_14_4_6	PON2/HP:0000855|Insulin resistance	{14}	{4,6}	{Insulin,—,sensitive,and,insulin,—,resistant,Pima,Indians,selected,for,genomic,screening,of,PON2,are,members,of,the,Gila,River,Indian,Community,who,participated,in,longitudinal,studies,of,NIDDM,since,1965,(,Lillioja,et,al.,;,1993,),.}	{"2.1 .","Subjects and genomic DNA"}	{"Forty — two non — diabetic subjects were divided into insulin — resistant and insulin — sensitive groups based on insulin — mediated glucose uptake rates determined by the hyperinsulinemic — euglycemic clamp ( Lillioja et al. ; 1993 ) .","Individuals with high — dose insulinmediated glucose uptake rates below 7.5 mg ."}	0.236
