relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation	gene_expectation	hpoterm_expectation	features	weights
RELATION_GENEHPOTERM_SCPDFS_41478.pdf_201_201_3_3_11_12	MIM/HP:0000608|Macular degeneration	{3}	{11,12}	{Stargardt,disease,(,MIM,No.,248200,),is,an,autosomal,recessive,macular,degeneration,characterized,by,speciﬁc,perimacular,yellowish,spots,termed,“,fundus,ﬂavimaculatus,”,associated,with,pigmentary,changes,in,the,central,area,of,the,retina,(,5,),.}	{"Among them , DR1 is a TBPassociated phosphoprotein that represses both basal and activated levels of transcription ( 3 ) .","Since an expressed sequence tag of the DR1 gene was mapped to the YAC contig encompassing the Stargardt disease locus ( STGD ) on chromosome 1p ( 4 ) , DR1 was regarded as a candidate gene in this disease ."}	{"Here , we report the characterization of the intron-exon boundaries of the DR1 gene , its physical mapping to chromosome 1p22 .1 , and its exclusion in Stargardt disease .","For characterization of intron - exon boundaries , the DR1 gene was subjected to long PCR ampliﬁcation of YAC 957D9 in three overlapping fragments ( 0.25 , 13.5 , and 6.5 kb ) between oligonucleotide primers designed from the cDNA sequence ( P1-P2 , P3-P4 , P5-P6 ; Fig ."}	0.964	0.006	1	{HPO_NGRAM_LEFT_1_[recessive],VERB_[characterize],HPO_NGRAM_RIGHT_1_[characterize],GENE_NGRAM_LEFT_1_[(],VERB_[term],VERB_[associate],MIN_VERB_[be],WORD_SEQ_LEN_[7],VERB_[be],"WORD_SEQ_[no. 248200 ) be a autosomal recessive]",GENE_NGRAM_RIGHT_1_[no.],DEP_PATH_[nn-dep|no.-nsubj|disease@],"WORD_SEQ_NER_[no. NUMBER ) be a autosomal recessive]"}	{1.73161,0.94218,-0.88571,0.830444,0.820074,0.413389,-0.391409,-0.155882,-0.125888,0,0,0,0}
RELATION_GENEHPOTERM_SCPDFS_45778.pdf_545_545_18_18_9_11	EDA/HP:0007607|Hypohidrotic ectodermal dysplasia	{18}	{9,10,11}	{63,Keller,",",M.D.,et,al.,(,2011,),Hypohidrotic,ectodermal,dysplasia,and,immunodeﬁciency,with,coincident,NEMO,and,EDA,mutations,.}	{"Dev .","16 , 282-288"}	{"Front .","Immunol ."}	0.942	0.992	0.99	{GENE_NGRAM_RIGHT_1_[mutation],GENE_NGRAM_LEFT_1_[and],HPO_NGRAM_RIGHT_1_[and],INV_WORD_SEQ_LEN_[6],HPO_NGRAM_LEFT_1_[)],"INV_WORD_SEQ_NER_[and immunodeﬁciency with coincident nemo and]","INV_WORD_SEQ_[and immunodeﬁciency with coincident nemo and]",INV_DEP_PATH_[nn-prep_with|mutation@dep-dobj|NUMBER]}	{2.63586,0.988288,-0.560082,-0.457977,0.0950397,0,0,0}
RELATION_GENEHPOTERM_journal.pone.0041127.pdf_40_40_0_0_133_134	RANKL/HP:0002756|Pathologic fracture	{0}	{133,134}	{RANKL,underdetemeined,Signiﬁeanee,have,an,increased,risk,of,axial,expression,is,increased,in,bone,marrow,stromal,cells,in,patients,feaetures,prlef,to,development,of,myeloma,[,3,],',Although,It,15,with,myeloma,[,"8,9",],and,may,also,be,expressed,directly,by,both,widely,recognised,that,increased,osteoclastic,resorption,accounts,murine,and,human,myeloma,Cells,[,10,11,12,13,14,"}",Furthermore,for,the,development,of,osteolytic,bone,disease,",",the,cellular,and,RANKL,may,be,upregulated,in,T,lymphocytes,derived,from,the,molecular,mechanism,responsible,for,the,generalised,bone,loss,is,bone,marrow,of,patients,with,myeloma,[,15,],_,The,Soluble,decoy,An,important,clinical,feature,of,multiple,myeloma,is,the,development,of,a,bone,disease,characterised,by,the,presence,of,osteolytic,lesions,",",bone,pain,and,pathological,fractures,.}	{"Furthermore , studies aimed at clarifying the importance of osteoporosis in the bone disease associated with multiple myeloma , as well as the mechanism ( s ) involved , will help provide the rationale for targeting this component of the disease . . . _ The identiﬁcation of the ligand for receptor activator of NFKB with myeloma also develop generalised bone loss , or osteoporosis , ( RANKL ) [ 4 5 6 ] and the demonstration that RANKL plays a independent of the focal osteolytic bone lesions [ 1 ] .","There isatwo - Critical role in normal Osreoelasr formation [ 7 ] raises the fold increase in riek Osteopemtie fmetures in patients with possibility that abnormal expression of this molecule may stimulate myeloma [ 2 ] and mdmduals Wlth monoclonal gammepathy of osteoclast formation and bone resorption in myeloma ."}	{Patients,"PLOS ONE | www ."}	0.93	0.956	1	{VERB_[recognise],MIN_VERB_[underdetemein],VERB_[underdetemein],HPO_NGRAM_RIGHT_1_[.],VERB_[upregulate],VERB_[characterise],VERB_[generalise],GENE_NGRAM_RIGHT_1_[underdetemein],HPO_NGRAM_LEFT_1_[and],VERB_[increase],VERB_[derive],VERB_[express],VERB_[[],VERB_[have],VERB_[be]}	{-1.85459,1.66025,1.66025,-0.710675,-0.689599,0.618037,0.576099,0.569288,0.337784,-0.284014,0.253033,0.244408,0.18615,0.156579,-0.125888}
RELATION_GENEHPOTERM_journal.pone.0000159.pdf_23_23_8_8_41_44	CD154/HP:0006560|Biliary hyperplasia	{8}	{41,44}	{In,support,of,this,",",loss,of,functional,CD154,in,patients,with,X,linked,hyper,IgM,syndrome,or,in,mice,with,targeted,deletions,of,CD154,results,in,defective,clearance,of,cryptosporidial,infections,of,the,biliary,tract,associated,with,chronic,inﬂammation,",",hyperplasia,of,the,biliary,epithelium,and,tumours,[,"6,7",],.}	{"In contrast CD40 activation of hepatic endothelial cells results in proliferation associated with sustained upregulation of NFkB and an absence of AP-1 activation [ 5 ] .","The ability of CD40 to mediate epithelial cell apoptosis may have evolved as a mechanism to clear infected cells ."}	{"Thus CD40 may provide a mechanism to limit cell proliferation and malignant transformation following injury or infectio Recent studies suggest that C4b binding protein ( C4BP ) , an inhibitor of C3 convertase of the classical and lectin pathways of complement activation [ 8,9 ] , can act as a surrogate ligand for CD40 with the potential to activate B cells thereby linking the innate immune system and complement activity [ 10 ] .","The liver is a major site of synthesis of both soluble and membrane associated C4BP [ 1 l ] prompting us to investigate whether C4BP could bind"}	0.972	0.912	0.99	{GENE_NGRAM_LEFT_1_[functional],GENE_NGRAM_RIGHT_1_[in],VERB_[link],VERB_[target],VERB_[associate],HPO_NGRAM_RIGHT_1_[epithelium],VERB_[[],MIN_VERB_GENE_[result],MIN_VERB_HPO_[[],"HPO_NGRAM_LEFT_1_[,]",VERB_[result]}	{2.18936,-1.18455,0.854842,0.528197,0.413389,0.378489,0.18615,0.0963469,0.0677933,-0.048381,0.045428}
RELATION_GENEHPOTERM_journal.pone.0019946.pdf_352_352_2_2_14_14	SPHK1/HP:0009733|Glioma	{2}	{14}	{Inhibition,of,SPHK1,kinase,activity,abrogated,the,effects,of,SPHK1,on,Akt/FOXO3a/Bim,pathway,in,glioma,cells,To,further,delineate,the,key,role,of,SPHK1,in,triggering,the,activation,of,Akt/FOXO3a/Bim,signaling,cascade,",",the,kinase,activity,of,SPHK1,was,suppressed,by,SPHK1,inhibitor,(,SK-I,),in,SPHK1-overexpressing,glioma,cells,.}	{"To further conﬁrm this observation , we inhibited the PI3K activity by using its pharmacological inhibitor LY294002 and subsequently analyzed the levels of phosphorylated Akt , phosphorylated FOXO3a and Bim .","As shown in Figure 6A , both phospho-Akt ( Thrgoa and Ser473 ) and phospho-FOXO3a ( Ser253 ) were lowered after LY294002 treatment , while Bim protein level was increased signiﬁcantly , suggesting that the effect of SPHK1 on FOXO3a phosphorylation was dependent on PI3K/Akt signaling ."}	{"As shown in Figure 6B , SPHK1 inhibition decreased phosphorylation of Akt and FOXO3a and upregulated Bim , an overall response similar to","; PLoS ONE | www ."}	0.926	0.89	1	{MIN_VERB_[abrogate],GENE_NGRAM_LEFT_1_[of],VERB_[abrogate],HPO_NGRAM_RIGHT_1_[cell],HPO_NGRAM_LEFT_1_[in],GENE_NGRAM_RIGHT_1_[kinase],VERB_[suppress],VERB_[delineate],VERB_[be],VERB_[trigger]}	{-1.98229,1.38319,1.23562,0.712768,0.485962,0.432851,0.205381,0.141311,-0.125888,-0.0609816}
RELATION_GENEHPOTERM_journal.pone.0088908.pdf_30_30_9_9_16_17	DGAT1/HP:0000951|Abnormality of the skin	{9}	{16,17}	{However,",",in,addition,to,these,metabolic,phenotypes,",",DGAT1,’,/,‘,mice,develop,leptin-dependent,abnormal,skin,phenotypes,",",characterized,by,sebaceous,gland,atrophy,and,hair,loss,[,5,],.}	{"In addition to DGATl ’s role in these tissues , DGAT1 and DGAT2 have also been demonstrated to be expressed in the skin of mice [ 5,6 ] and human ( data not shown ) .","Mice with a deletion of the DGAT1 enzyme ( DGAT1 4 ‘ ) are protected from diet induced obesity and show increased sensitivities to insulin and leptin and increased energy expenditure [ 7 ] ."}	{"The metabolic effects and the skin phenotype were shown to be recapitulated with pharmacological inhibition of DGAT1 [ 6 ] .","Skin composition between human and preclinical species varies ; wax diester is the major sebum lipid in mouse while TG is the major form in human [ 8 ] ."}	0.938	0.214	1	{"GENE_NGRAM_LEFT_1_[,]",VERB_[characterize],HPO_NGRAM_RIGHT_1_[phenotype],MIN_VERB_HPO_[characterize],MIN_VERB_GENE_[develop],VERB_[develop],GENE_NGRAM_RIGHT_1_[’],WORD_SEQ_LEN_[6],DEP_PATH_[nsubj@nn-dobj|phenotype],"WORD_SEQ_NER_[NUMBER / NUMBER mouse develop leptin-dependent]",HPO_NGRAM_LEFT_1_[leptin-dependent],"WORD_SEQ_[’ / ‘ mouse develop leptin-dependent]"}	{1.35772,0.94218,0.73714,0.624557,-0.43907,0.364308,-0.300705,-0.185899,-0.120765,0,0,0}
RELATION_GENEHPOTERM_journal.pgen.0030235.pdf_7_7_5_5_19_20	MIM/HP:0001252|Muscular hypotonia	{5}	{19,20}	{Prader-Willi,syndrome,(,PWS,[,MIM,176270,],),is,a,neurogenetic,disorder,characterized,by,decreased,fetal,activity,",",muscular,hypotonia,",",failure,to,thrive,",",short,stature,",",obesity,",",mental,retardation,",",and,hypogonadotropic,hypogonadism,.}	{"Boris V. Skryabin , Leonid V. Gubar , Birte Seeger , Jana Pfeiffer , Sergej Handel , Thomas Robeck , Elena Karpova \\" , Timofey S. Rozhdestvensky , Jiirgen Brosius *","Institute of Experimental Pathology ( ZMBE ) , University of Munster , Munster , Germany"}	{"It is caused by the loss of function of one or more imprinted , paternally expressed genes on the proximal long arm of chromosome 15 .","Several potential PWS mouse models involving the orthologous region on chromosome 7C exist ."}	0.938	0.032	0.98	{VERB_[thrive],VERB_[characterize],"HPO_NGRAM_RIGHT_1_[,]",MIN_VERB_HPO_[decrease],MIN_VERB_GENE_[be],VERB_[decrease],VERB_[be],GENE_NGRAM_LEFT_1_[[],"HPO_NGRAM_LEFT_1_[,]",GENE_NGRAM_RIGHT_1_[176270]}	{2.34277,0.94218,-0.507957,0.259982,-0.210929,-0.15365,-0.125888,-0.0820343,-0.048381,0}
RELATION_GENEHPOTERM_journal.pone.0054625.pdf_345_345_13_13_21_22	LDLR/HP:0004943|Accelerated atherosclerosis	{13}	{21,22}	{In,LDLR,_,/,_,mice,",",the,absence,of,VDR,signaling,(,LDLR,"\\"",',VDR,"\\"",/,',),accelerates,atherosclerosis,in,the,ascending,aorta,after,8,weeks,of,high,fat,diet,",",possibly,by}	{"In middle-aged Framingham volunteers with hypertension ( HTN ) , low 25 ( OH ) D levels ( S15 ng / ml ) increased the risk of CVD by 60 % during a followup of 5.4 years [ 30 ] .","Further evidence among individuals with T2DM in NHANES III showed that low 25 ( OH ) D levels nearly double ( OR l. 70 ) the likelihood of developing CVD compared with normal 25 ( OH ) D levels [ 58 ] ."}	{"A B","‘ _ ' ° 3 , o o 30 ' 4 : 09 § § M1 - E 5 as ‘ g 20 3 g 1 n. U ‘ ' 5 5 - ?"}	0.952	0.046	0.986	{VERB_[ascend],GENE_NGRAM_LEFT_1_[(],HPO_NGRAM_RIGHT_1_[in],VERB_[accelerate],"GENE_NGRAM_RIGHT_1_[\\"]",MIN_VERB_[accelerate],WORD_SEQ_LEN_[7],HPO_NGRAM_LEFT_1_[)],"WORD_SEQ_NER_[\\" ' vdr \\" / ' NUMBER]",DEP_PATH_[dep-appos|absence-dep|mouse-nsubj|NUMBER@],"WORD_SEQ_[\\" ' vdr \\" / ' )]"}	{1.77614,0.830444,-0.721698,0.652702,0.600941,-0.301985,-0.155882,0.0950397,0,0,0}
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0062046.pdf_860_860_24_24_28_32	GATA3/HP:0000707|Abnormality of the nervous system	{24}	{28,31,32}	{Pandolfi,PP,",",Roth,IVIE,",",Karis,A,",",Leonard,IVIVV,",",Dzierzak,E,",",et,al.,(,1995,),Targeted,disruption,of,the,GATA3,gene,causes,severe,abnormalities,in,the,nervous,system,and,in,fetal,liver,haematopoiesis,.}	{"Grote D , Boualia SK , Soual ) ni A , lVIerkel C , Chi X , et al. ( 2008 ) Gata3 Acts Downstream of beta-Catenin Signaling to Prevent Ectopic l \\\\ ’ Ietanephric Kidney Induction .","Plos Genetics 4 ."}	{"Nature Genetics 11 : 40444 .","Duncan ] , Kersigo ] , Gray B , Fritzsch B ( 2011 ) Combining Lipophilic dye , in situ Hybridization , Immunohistochemistry , and Histology . ]"}	0.988	0.992	1	{GENE_NGRAM_LEFT_1_[the],"WORD_SEQ_[gene cause severe]","WORD_SEQ_NER_[gene cause severe]",VERB_[cause],GENE_NGRAM_RIGHT_1_[gene],HPO_NGRAM_RIGHT_1_[and],VERB_[target],HPO_NGRAM_LEFT_1_[severe],WORD_SEQ_LEN_[3],DEP_PATH_[nn-prep_of|gene-dobj|disruption-partmod|target-nsubj|PP@prep_in],MIN_VERB_GENE_[target],MIN_VERB_HPO_[cause]}	{0.979093,0.868685,0.868685,0.655168,0.639715,-0.560082,0.528197,0.472846,-0.385881,0.334194,-0.268988,0.0367726}
RELATION_GENEHPOTERM_journal.pone.0018727.pdf_8_8_3_3_18_19	HER2/HP:0003002|Breast carcinoma	{3}	{18,19}	{Recently,",",a,HER2,splice,variant,lacking,exon,—,16,(,A16HER2,),has,been,detected,in,human,breast,carcinomas,.}	{Abstract,"Several transgenic mice models solidly support the hypothesis that HER2 ( ERBB2 ) overexpression or mutation promotes tumorigenesis ."}	{"This alternative protein , a normal byproduct of HER2 , has an increased transforming potency compared to wild — type ( wt ) HER2 receptors .","To examine the ability of A16HER2 to transform mammary epithelium in vivo and to monitor A16HER2 — driven tumorigenesis in live mice , we generated and characterized a mouse line that transgenically expresses both human A16HER2 and firefly Iuciferase under the transcriptional control of the MMTV promoter ."}	0.942	0.79	1	{GENE_NGRAM_RIGHT_1_[splice],MIN_VERB_GENE_[lack],HPO_NGRAM_LEFT_1_[human],HPO_NGRAM_RIGHT_1_[.],GENE_NGRAM_LEFT_1_[a],VERB_[lack],VERB_[have],VERB_[detect],VERB_[be],MIN_VERB_HPO_[detect]}	{1.60332,0.908817,0.901477,-0.710675,0.548994,-0.175824,0.156579,-0.142674,-0.125888,-0.102463}
RELATION_GENEHPOTERM_journal.pone.0066048.pdf_195_195_10_10_15_16	NPPC/HP:0004322|Short stature	{10}	{15,16}	{To,our,knowledge,",",this,is,the,ﬁrst,report,of,NPPC,heterozygous,deletion,associated,with,short,stature,.}	{"Considering the putative role of miR-562 in sporadic \\\\ / Vilms tumor and its speciﬁc expression pattern , we could n’t speculate a possible role of this microRNA in determining the phenotypes observed in our patients .","About the other genes present in the two deletions , we could retain that the ones included in patient 1 deletion may have caused the additional dysmorphisms other than the bone phenotype , while the 45 genes in patient 2 deletion appear to have had no signiﬁcant effects on the phenotype ."}	{"The description of a second case ( patient 2 ) with an opposite phenotype conﬁrms a correlation between the loss of long range control elements which regulate","NPPC functional activity and skeletal overgrowth ."}	0.968	0.954	1	{GENE_NGRAM_RIGHT_1_[heterozygous],DEP_PATH_[nn@prep_with-partmod|associate],GENE_NGRAM_LEFT_1_[of],HPO_NGRAM_RIGHT_1_[.],VERB_[associate],MIN_VERB_[associate],WORD_SEQ_LEN_[4],HPO_NGRAM_LEFT_1_[with],VERB_[be],"WORD_SEQ_NER_[heterozygous deletion associate with]","WORD_SEQ_[heterozygous deletion associate with]"}	{1.57108,1.47423,1.38319,-0.710675,0.413389,-0.333532,-0.297655,0.285141,-0.125888,0,0}
RELATION_GENEHPOTERM_journal.pone.0047296.pdf_500_500_31_31_37_39	C3/HP:0004746|Dense deposit disease	{31}	{37,38,39}	{NIartinez,~,Barricarte,R,",",Heurich,1,"\\\\",’,I,",",Va1des,~,Canedo,F,",",Vazquez-1,"\\\\",’,Iartul,E,",",Torreira,E,",",et,al.,(,2010,),Human,C3,mutation,reveals,a,mechanism,of,dense,deposit,disease,pathogenesis,and,provides,insights,into,complement,activation,and,regulation,.}	{"Nat Immunol 11 : 785 — 797 .","7 ."}	{"J Clin Invest 120 : 370243712 .","8 ."}	0.986	0.998	1	{GENE_NGRAM_RIGHT_1_[mutation],GENE_NGRAM_LEFT_1_[human],HPO_NGRAM_RIGHT_1_[pathogenesis],VERB_[reveal],MIN_VERB_[reveal],VERB_[provide],HPO_NGRAM_LEFT_1_[of],WORD_SEQ_LEN_[5],VERB_[~],"WORD_SEQ_NER_[mutation reveal a mechanism of]","WORD_SEQ_[mutation reveal a mechanism of]",DEP_PATH_[nn-nsubj|mutation@nn-prep_of|pathogenesis-dobj|mechanism]}	{2.63586,1.2603,0.859578,-0.358854,-0.358304,0.351188,0.195322,-0.150256,0.075236,0,0,0}
RELATION_GENEHPOTERM_journal.ppat.1001177.pdf_68_68_18_18_8_12	CD8/HP:0100561|Spinal cord lesions	{18}	{8,11,12}	{Central,nervous,system,(,CNS,),white,matter,lesions,of,the,spinal,cord,harbor,activated,CD4,+,and,CD8,+,T,cells,during,early,stages,of,disease,",",with,a,predominance,of,CD8,+,T,cells,later,in,disease,.}	{"spinal cord , although other tissues can also be damaged [ 13 ] .","HAM / TSP attacks in the prime of life ( median age of onset : 35 years ) and is associated with a clinical history that includes neurological symptoms in 80 % of cases — gradual onset of leg weakness , paresthesis , and impairment of urinary or bowel function ."}	{"HTLV — 1 viral RNA has been found associated with CD4 + T cells and astrocytes in CNS lesions , suggesting that virus-infected cells migrate through the blood-brain barrier and infect CNS resident cells [ 14,15 ] .","While the mechanisms resulting in HAM / TSP development remain unresolved , it has been suggested that Tax expression in CNS cells triggers a strong virus-speciﬁc CD8 + ( as well as CD4 + ) T cell response leading to inﬂammation , myelin loss , and axonal damage [ 16,17 ] ."}	0.954	0.894	0.436	{HPO_NGRAM_LEFT_1_[matter],GENE_NGRAM_RIGHT_1_[+],INV_MIN_VERB_[harbor],GENE_NGRAM_LEFT_1_[and],HPO_NGRAM_RIGHT_1_[harbor],INV_WORD_SEQ_LEN_[5],INV_VERB_[activate],INV_VERB_[harbor],"INV_WORD_SEQ_NER_[harbor activate cd4 + and]","INV_WORD_SEQ_[harbor activate cd4 + and]",INV_DEP_PATH_[dobj@prep_of-dep|lesion-nsubj|system]}	{1.78665,-1.37015,1.02361,0.988288,0.78923,-0.438957,0.279328,0.257447,0,0,0}
RELATION_GENEHPOTERM_journal.pone.0059722.pdf_60_60_32_32_127_127	ASPA/HP:0002459|Dysautonomia	{32}	{127}	{Bloom,Syndrome,BLM,c.,2207_2212de,|,insTAGA,',|,',|,',C,11,1,Canavan,ASPA,c.,914C,>,A,1,o,Canavan,ASPA,c.,854A,>,C,25,o,Canavan,ASPA,c.,693C,>,A,9,o,Cystic,Fibrosis,CFTR,c.,3454G,>,C,8,o,Cystic,Fibrosis,CFTR,c.,3909C,>,G,5,o,Cystic,Fibrosis,CFTR,c.,3276C,>,A,1,o,Cystic,Fibrosis,CFTR,c.,3846G,>,A,35,1,Cystic,Fibrosis,CFTR,c.,1624G,>,T,8,1,Cystic,Fibrosis,CFTR,c.,1521_1523de,|,CTT,35,o,Cystic,Fibrosis,CFTR,c.,3718,—,2477C,>,T,6,o,Cystic,Fibrosis,CFTR,c.,1585,—,1G,>,A,3,o,Cystic,Fibrosis,CFTR,c.,2988,+1,G,>,A,1,o,Familial,dysautonomia,IKBKAP,c.,2087G,>,C,4,o,Familial,dysautonomia,IKBKAP,c.,2204,+6,T,>,C,43,1,Fanconi,Anemia,Type,C,FACC,c.,456,+4,A,>,T,26,o,Gaucher,Disease,GBA,c.,84_85insG,6,o,Gaucher,Disease,GBA,c.,1226A,>,G,43,o,Gaucher,Disease,GBA,c.,1448T,>,C,3,o,Gaucher,Disease,GBA,c.,1,15,+1,G,>,A,4,o,Neimann,.}	{"Carrier Samp | es * No. .","Affected Samp | es *"}	{"— .","Pick type A SMPD1 c. l493G > T 8 1 Neimann ."}	0.998	0.054	0.998	{GENE_NGRAM_RIGHT_1_[c.],HPO_NGRAM_LEFT_1_[familial],MIN_VERB_[c.],VERB_[c.],HPO_NGRAM_RIGHT_1_[ikbkap],GENE_NGRAM_LEFT_1_[Canavan]}	{5.35271,1.45181,0.623477,0.437921,0,0}
RELATION_GENEHPOTERM_journal.pone.0075770.pdf_30_30_4_4_13_14	LCS/HP:0001406|Intrahepatic cholestasis	{4}	{13,14}	{Lymphedema,cholestasis,syndrome,(,LCS,;,Aagenaes,syndrome,),is,characterized,by,neonatal,intrahepatic,cholestasis,and,severe,chronic,Iymphedema,that,mainly,affects,the,lower,limbs,.}	{"* E-mail : | bu | | @medsfgh.ucsf.edu",Introduction}	{"Lymphedema can be present from birth or first manifest during childhood .","While Iymphedema worsens with age , cholestasis often becomes mild and intermittent [ 1 ] , suggesting that the primary defect may be in the lymphatic"}	0.96	0.102	1	{HPO_NGRAM_LEFT_1_[neonatal],GENE_NGRAM_RIGHT_1_[;],VERB_[characterize],GENE_NGRAM_LEFT_1_[(],VERB_[affect],HPO_NGRAM_RIGHT_1_[and],VERB_[be],MIN_VERB_[characterize]}	{2.19409,-1.04618,0.94218,0.830444,0.816101,-0.560082,-0.125888,0.100869}
RELATION_GENEHPOTERM_journal.pone.0055324.pdf_250_250_11_11_49_49	CXCR4/HP:0002665|Lymphoma	{11}	{49}	{Whereas,the,genes,expressed,in,the,GBM,transplants,included,CD74,",",CXCR4,",",PLAGL2,",",GFAP,",",V1114,",",EGFR,",",and,TP53,",",where,5,(,CD74,",",CXCR4,",",PLAGL2,",",GFAP,",",and,EGFR,),",",or,more,",",are,associated,with,GBM,",",the,2,lymphomas,hybridized,with,hamster,cells,",",GW-532,and,GW-584,",",retained,",",respectively,",",three,(,CD20,",",CD79b,",",CD19,),and,two,(,CD20,",",CD79b,),genes,that,are,restricted,to,B-cell,lineage,",",or,genes,associated,with,high,proliferation,(,CD71,and,CD74,),.}	{"Not only do these lymphoid tumors show similar highly malignant features as the GBM , thus conﬁrming this process in two different cell types xenografted , but they displayed appropriate morphological differentiation by having similar lymphoid features to the original human Hodgkin malignancies grafted .","Other studies of cell fusion have elucidated organ-speciﬁc metastatic gene signatures [ 26 ] , supporting our view that genetic transfer of organoid features also is likely ."}	{"It is noteworthy that both the GBM and lymphoma hybrid transplants all retained CD74 , CXCR4 and VIM genes , suggesting that these are important to evaluate in other examples of spontaneous fusions of human tumor and rodent host cells .","In the GBM transplant line , 3 of the genes ( CD74 , CXCR4 , and PLAGL2 ) showed translation to their respective proteins by IHC , whereas no genes were translated in the GW-532 and GW-584 transplants , at least at the detection sensitivity of the IHC used ."}	0.926	0.908	0.09	{"GENE_NGRAM_RIGHT_1_[,]",HPO_NGRAM_RIGHT_1_[hybridize],"GENE_NGRAM_LEFT_1_[,]",HPO_NGRAM_LEFT_1_[2],VERB_[hybridize],VERB_[retain],MIN_VERB_HPO_[hybridize],VERB_[associate],MIN_VERB_GENE_[associate],VERB_[express],VERB_[include],VERB_[be]}	{-2.84033,1.97093,1.35772,1.1191,-0.683838,0.60732,0.557483,0.413389,-0.351856,0.244408,0.228591,-0.125888}
RELATION_GENEHPOTERM_journal.pone.0063321.pdf_535_535_19_19_21_22	NR2E3/HP:0007973|Retinal dysplasia	{19}	{21,22}	{Haider,NB,",",NaggertJK,",",Nishina,PIVI,(,2001,),Excess,cone,cell,proliferation,due,to,lack,ofa,functional,NR2E3,causes,retinal,dysplasia,and,degeneration,in,rd7/rd7,mice,.}	{"VVrote the paper : DC SIVIC l\\\\/IIN .","16 ."}	{"Hum lVIol Genet 10 : 161941626 .","17 ."}	0.926	0.354	0.998	{GENE_NGRAM_LEFT_1_[functional],WORD_SEQ_LEN_[1],WORD_SEQ_[cause],WORD_SEQ_NER_[cause],DEP_PATH_[nsubj@dobj],VERB_[cause],HPO_NGRAM_RIGHT_1_[and],HPO_NGRAM_LEFT_1_[cause],VERB_[lack],GENE_NGRAM_RIGHT_1_[cause],VERB_[(],MIN_VERB_[cause]}	{2.18936,-1.18288,1.13522,1.13522,-1.12276,0.655168,-0.560082,0.46382,-0.175824,0.103247,0.0638372,-0.0400453}
RELATION_GENEHPOTERM_journal.pone.0013500.pdf_835_835_29_29_16_17	p16/HP:0012125|Prostate cancer	{29}	{16,17}	{Lu,S,",",Tsai,SY,",",Tsai,MJ,(,1997,),Regulation,of,androgen,—,dependent,prostatic,cancer,cell,growth,:,androgen,regulation,ofCDK2,",",CDK4,",",and,CKI,p16,genes,.}	{"Cell Growth Differ 7 : 157141578 .",.}	{"Cancer Res 57 : 451144516 .","Gregory CVV , Johnson RT , Jr. , Presnell SC , lVIohler JL , French FS ( 2001 ) Androgen receptor regulation of G1 cyclin and cyclin ~ dependent kinase function in the CVVR22 human prostate cancer xenograft ."}	0.904	0.626	0.994	{HPO_NGRAM_LEFT_1_[dependent],HPO_NGRAM_RIGHT_1_[cell],GENE_NGRAM_RIGHT_1_[gene],INV_MIN_VERB_[(],INV_SINGLE_VERB_[(],GENE_NGRAM_LEFT_1_[CKI]}	{1.57463,0.712768,0.639715,-0.63131,-0.179365,0}
RELATION_GENEHPOTERM_journal.pone.0091420.pdf_289_289_11_11_30_30	DF/HP:0001251|Ataxia	{11}	{30}	{In,response,to,this,",",we,can,only,point,out,that,DF,’s,visuomotor,deﬁcits,are,in,fact,no,less,pronounced,than,the,deﬁcits,of,most,other,patients,with,optic,ataxia,whose,brain,damage,has,been,properly,documented,[,9,",",],1,],.}	{"Support for the account that gaze-position is an important cue in pointing is provided by studies that show reliable and consistent effects of gaze direction on pointing movements even in neurologically intact participants [ 36 — 39 ] .","Proponents of the perception-action model might counter that DF ’s dorsal stream damage may be severe enough to interfere with pointing movements performed to peripheral targets but at the same time so restricted that other visuomotor behaviour can still be supported by the dorsal stream ( such as pointing in free-viewing conditions ) ."}	{"Furthermore , this view is also problematic as it was argued by Rossetti et al. [ 9 ] that the visuomotor function of the dorsal stream may actually be restricted to the processing of visual targets presented in periphery .","Thus , proponents of the perception-action model seem to be left with an unattractive choice : They either accept that DF - their best example of a patient with pure ventral stream damage - has in fact also damage to her dorsal stream ; or they withdraw their claim that selective optic ataxia provides evidence for selective dorsal stream damage [ 2,3 ] ."}	0.986	0.192	0.968	{HPO_NGRAM_LEFT_1_[optic],HPO_NGRAM_RIGHT_1_[whose],MIN_VERB_HPO_[document],GENE_NGRAM_RIGHT_1_[’s],VERB_[document],GENE_NGRAM_LEFT_1_[that],MIN_VERB_GENE_[be],VERB_[have],VERB_[be],VERB_[point]}	{2.48049,1.37074,0.854955,-0.809708,-0.679967,0.651126,-0.210929,0.156579,-0.125888,-0.0705632}
